alg	cnt	n	e	m	k	pf	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	nr	|a|	|b|	r	H	k	md	pr	bf	dist-func	seeds	matches	f-match	expanded	explored	dbl	ret	prunes	shift	band	precom	align	prune	ed	h0	dm-fr
pa	100	100000	0.1	0	10	1.0	10.6093	0:00:10	59.04	70.74	52.89	53.38	0.00	0.00	88.78	9.92	100	100000	100002	0.00	GapSeed	10	0	1		Gap	10000	5332	4467	304174	379320	2614	551589	4218	704	3.79	4.32	101.23	2.74	8482	5989	0.192
pa	100	100000	0.1	1	10	1.0	12.7580	0:00:12	68.79	81.99	62.73	63.16	0.00	0.00	92.33	12.26	100	100000	100002	0.00	GapSeed	10	1	1		Gap	10000	94697	39787	115266	140955	958	48971	7958	0	1.41	76.21	48.46	24.90	8482	7925	0.116
pa	100	100000	0.1	1	11	1.0	9.3712	0:00:09	68.16	79.08	61.94	62.37	0.00	0.00	89.01	8.82	100	100000	100002	0.00	GapSeed	11	1	1		Gap	9090	39906	25968	118915	146487	1148	59467	6959	0	1.46	55.59	36.16	10.85	8482	7820	0.118
pa	100	100000	0.1	1	12	1.0	8.3531	0:00:08	70.74	83.11	64.56	65.05	0.00	0.00	91.94	8.16	100	100000	100002	0.00	GapSeed	12	1	1		Gap	8333	23866	20323	123528	153273	1363	71954	6134	0	1.53	48.04	34.06	7.59	8482	7711	0.120
pa	100	100000	0.1	1	13	1.0	8.1122	0:00:08	66.89	77.53	60.41	60.86	0.00	0.00	88.76	7.69	100	100000	100002	0.00	GapSeed	13	1	1		Gap	7692	17881	16988	129465	161811	1558	87944	5432	0	1.62	44.47	35.32	6.34	8482	7595	0.122
pa	100	100000	0.1	1	14	1.0	7.8984	0:00:07	69.02	79.92	62.49	63.00	0.00	0.00	91.17	7.68	100	100000	100002	0.00	GapSeed	14	1	1		Gap	7142	14757	14530	137407	172873	1815	109801	4840	0	1.73	41.43	36.33	5.21	8482	7476	0.126
pa	100	100000	0.2	1	10	1.0	23.1970	0:00:23	72.73	83.82	66.59	67.06	19.07	0.00	64.58	15.46	100	100000	100003	0.00	GapSeed	10	1	1		Gap	10000	82351	27428	325731	429816	8711	741375	6024	0	4.30	65.46	164.02	30.03	15710	12946	0.191
pa	100	100000	0.2	1	11	1.0	34.4744	0:00:34	87.86	98.65	81.54	82.01	0.00	0.00	43.18	15.37	100	100000	100003	0.00	GapSeed	11	1	1		Gap	9090	28558	14609	604175	758147	16509	1808384	5421	0	7.58	46.50	296.99	13.34	15710	12514	0.276
pa	33	300000	0.01	0	8	1.0	30.6493	0:00:30	70.56	85.94	64.46	64.91	0.00	0.00	48.78	15.43	33	300000	299999	0.00	GapSeed	8	0	1		Gap	37500	206918	55362	301270	307047	24	1	34965	18121	1.02	76.38	847.95	819.91	2729	2661	0.170
pa	33	300000	0.01	0	10	1.0	2.0492	0:00:02	64.20	78.73	57.90	58.34	0.00	0.00	50.75	1.53	33	300000	299999	0.00	GapSeed	10	0	1		Gap	30000	36153	28412	301360	307236	26	1	27466	22549	1.02	26.26	33.82	10.85	2729	2642	0.169
pa	33	300000	0.01	0	12	1.0	1.6266	0:00:01	61.63	74.38	55.46	55.91	0.00	0.00	63.98	1.52	33	300000	299999	0.00	GapSeed	12	0	1		Gap	25000	23009	22608	301462	307437	40	2	22475	18371	1.02	19.89	27.71	6.69	2729	2623	0.169
pa	33	300000	0.01	0	14	1.0	1.4638	0:00:01	61.61	74.09	55.34	55.76	0.00	0.00	35.51	1.01	33	300000	299999	0.00	GapSeed	14	0	1		Gap	21428	19019	18997	301569	307648	46	5	18908	14981	1.03	16.36	26.22	5.62	2729	2605	0.169
pa	33	300000	0.01	0	17	1.0	1.4316	0:00:01	59.78	72.65	53.88	54.30	18.89	0.00	36.32	0.99	33	300000	299999	0.00	GapSeed	17	0	1		Gap	17647	15226	15226	301743	307981	56	11	15155	11429	1.03	14.30	26.77	5.57	2729	2573	0.168
pa	33	300000	0.01	0	20	1.0	1.2902	0:00:01	59.44	71.91	53.18	53.61	0.00	0.00	39.53	1.00	33	300000	299999	0.00	GapSeed	20	0	1		Gap	15000	12582	12582	301936	308343	73	19	12526	8992	1.03	12.86	24.39	4.17	2729	2549	0.167
pa	33	300000	0.01	0	25	1.0	1.1683	0:00:01	59.16	71.94	52.87	53.32	0.00	0.00	43.62	1.00	33	300000	299999	0.00	GapSeed	25	0	1		Gap	12000	9621	9621	302276	308982	76	50	9576	6316	1.03	10.76	22.80	3.24	2729	2500	0.166
pa	33	300000	0.01	0	31	1.0	1.0242	0:00:01	57.80	71.56	51.62	52.06	0.00	0.00	0.00	0.49	33	300000	299999	0.00	GapSeed	31	0	1		Gap	9677	7342	7342	302834	309960	103	137	7307	4356	1.03	8.91	20.41	2.33	2729	2444	0.164
pa	33	300000	0.05	0	8	1.0	13.6998	0:00:13	86.14	103.25	80.14	80.57	0.00	0.00	94.11	13.38	33	300000	299991	0.00	GapSeed	8	0	1		Gap	37500	198777	47350	316456	352421	660	6120	26511	6925	1.17	77.55	329.32	279.41	13221	11554	0.100
pa	33	300000	0.05	0	10	1.0	2.9633	0:00:02	55.12	66.23	49.05	49.48	0.00	0.00	69.87	2.55	33	300000	299991	0.00	GapSeed	10	0	1		Gap	30000	28395	20617	324425	364988	921	6448	19364	7906	1.22	28.51	55.37	7.90	13221	11118	0.100
pa	33	300000	0.05	0	12	1.0	2.1849	0:00:02	86.30	98.79	80.01	80.44	0.00	0.00	70.03	2.02	33	300000	299991	0.00	GapSeed	12	0	1		Gap	25000	15509	15101	337378	384280	1186	18553	14723	5251	1.28	16.36	47.89	5.77	13221	10691	0.099
pa	33	300000	0.05	0	14	1.0	2.7833	0:00:02	75.47	86.23	69.23	69.66	18.88	0.00	74.02	2.53	33	300000	299991	0.00	GapSeed	14	0	1		Gap	21428	11805	11783	358935	414832	1465	62681	11515	3446	1.38	20.03	58.38	4.54	13221	10281	0.100
pa	33	300000	0.05	0	17	1.0	3.5984	0:00:03	95.22	108.49	89.24	89.66	0.00	0.00	72.28	3.09	33	300000	299991	0.00	GapSeed	17	0	1		Gap	17647	8460	8460	438570	519906	2122	356995	8268	1871	1.73	10.86	96.14	3.73	13221	9691	0.107
pa	33	300000	0.05	0	20	1.0	11.0562	0:00:11	112.66	133.97	106.48	106.91	0.00	0.00	92.90	10.76	33	300000	299991	0.00	GapSeed	20	0	1		Gap	15000	6283	6283	868149	1036126	4224	1632771	6143	1032	3.45	15.71	312.02	4.35	13221	9129	0.156
pa	33	300000	0.1	0	8	1.0	13.6906	0:00:13	134.48	145.40	128.17	128.67	0.00	0.00	91.82	13.05	33	300000	300029	0.00	GapSeed	8	0	1		Gap	37500	191340	39937	452204	569799	3518	549370	18895	1977	1.90	65.78	344.56	200.90	25437	19385	0.101
pa	33	300000	0.1	0	10	1.0	13.6573	0:00:13	125.45	137.43	119.12	119.55	0.00	0.00	93.36	13.23	33	300000	300029	0.00	GapSeed	10	0	1		Gap	30000	21742	13956	927672	1155211	7991	1996270	12649	2021	3.85	20.58	384.92	11.28	25437	17966	0.157
pa	33	300000	0.1	1	11	1.0	14.2555	0:00:14	160.85	176.53	154.63	155.07	0.00	0.00	91.60	13.56	33	300000	300029	0.00	GapSeed	11	1	1		Gap	27272	220028	94745	357202	440055	3518	209076	20894	0	1.47	271.53	150.28	58.65	25437	23453	0.090
pa	33	300000	0.1	1	12	1.0	11.1155	0:00:11	154.74	167.85	148.26	148.69	0.00	0.00	89.88	10.47	33	300000	300029	0.00	GapSeed	12	1	1		Gap	25000	96613	64883	370943	460298	4052	253260	18396	0	1.53	212.36	118.92	28.40	25437	23119	0.092
pa	33	300000	0.1	1	13	1.0	11.0880	0:00:11	155.60	168.71	149.30	149.73	0.00	0.00	89.39	10.40	33	300000	300029	0.00	GapSeed	13	1	1		Gap	23076	59972	51952	389127	486314	4758	311742	16298	0	1.62	207.30	123.47	21.00	25437	22771	0.094
pa	33	300000	0.1	1	14	1.0	12.3740	0:00:12	157.13	169.89	150.93	151.36	0.00	0.00	91.98	11.87	33	300000	300029	0.00	GapSeed	14	1	1		Gap	21428	45848	43824	413012	519585	5498	388409	14521	0	1.73	221.73	148.53	20.19	25437	22422	0.097
pa	33	300000	0.2	1	11	1.0	43.7813	0:00:43	235.48	255.07	229.11	229.54	18.89	0.00	34.76	15.71	33	300000	300022	0.00	GapSeed	11	1	1		Gap	27272	186093	60726	1821256	2283785	50014	6485420	16263	0	7.61	230.26	1090.17	93.01	47114	37556	0.224
pa	10	1000000	0.01	0	8	1.0	478.6719	0:07:58	208.90	222.70	202.93	203.39	0.00	0.00	95.62	458.18	10	1000000	999976	0.00	GapSeed	8	0	1		Gap	125000	2024103	342259	1004167	1023371	83	42	116566	25959	1.02	735.03	47070.38	46956.91	9093	8862	0.169
pa	10	1000000	0.01	0	10	1.0	4.4697	0:00:04	127.77	161.04	121.62	122.06	0.00	0.00	79.67	4.03	10	1000000	999976	0.00	GapSeed	10	0	1		Gap	100000	187477	101109	1004447	1023978	73	5	91553	70222	1.02	190.01	242.23	130.31	9093	8809	0.169
pa	10	1000000	0.01	0	12	1.0	2.3987	0:00:02	123.33	183.51	117.10	117.53	0.00	0.00	63.79	2.00	10	1000000	999976	0.00	GapSeed	12	0	1		Gap	83333	80206	75660	1004823	1024720	117	8	74913	61032	1.02	116.00	113.63	24.94	9093	8743	0.168
pa	10	1000000	0.01	0	14	1.0	2.3176	0:00:02	129.69	149.80	126.18	126.63	0.00	0.00	65.56	2.01	10	1000000	999976	0.00	GapSeed	14	0	1		Gap	71428	63587	63345	1005176	1025415	141	16	63043	49985	1.03	104.83	115.01	21.96	9093	8681	0.168
pa	10	1000000	0.01	0	17	1.0	2.1561	0:00:02	127.41	142.98	121.35	121.77	0.00	0.00	69.66	2.01	10	1000000	999976	0.00	GapSeed	17	0	1		Gap	58823	50742	50738	1005785	1026590	193	33	50518	38149	1.03	96.65	107.54	18.30	9093	8586	0.167
pa	10	1000000	0.01	0	20	1.0	2.0344	0:00:02	85.65	148.79	79.39	79.84	0.00	0.00	50.15	1.50	10	1000000	999976	0.00	GapSeed	20	0	1		Gap	50000	41955	41955	1006420	1027792	236	66	41761	30033	1.03	87.78	102.80	15.14	9093	8499	0.167
pa	10	1000000	0.01	0	25	1.0	1.8731	0:00:01	74.74	85.54	68.45	68.88	0.00	0.00	55.49	1.52	10	1000000	999976	0.00	GapSeed	25	0	1		Gap	40000	32063	32063	1007617	1030003	317	162	31916	21132	1.03	76.17	98.63	12.00	9093	8334	0.165
pa	10	1000000	0.01	0	31	1.0	1.8099	0:00:01	87.46	98.25	81.24	81.69	0.00	0.00	56.88	1.52	10	1000000	999976	0.00	GapSeed	31	0	1		Gap	32258	24486	24486	1009398	1033139	412	448	24367	14571	1.03	70.41	97.25	9.49	9093	8144	0.163
pa	10	1000000	0.05	0	8	1.0	174.0421	0:02:54	279.24	299.41	273.06	273.48	0.00	0.00	92.82	162.05	10	1000000	1000000	0.00	GapSeed	8	0	1		Gap	125000	1997374	315468	1054817	1174594	2280	204068	88363	8980	1.17	794.23	16540.78	16289.17	44026	38512	0.100
pa	10	1000000	0.05	0	10	1.0	3.9861	0:00:03	201.14	235.40	194.95	195.36	0.00	0.00	76.29	3.53	10	1000000	1000000	0.00	GapSeed	10	0	1		Gap	100000	161437	75147	1081066	1216042	3061	24188	64538	24004	1.22	151.25	224.03	53.05	44026	37031	0.100
pa	10	1000000	0.05	0	12	1.0	3.0430	0:00:03	202.91	214.47	196.70	197.13	0.00	0.00	68.03	2.56	10	1000000	1000000	0.00	GapSeed	12	0	1		Gap	83333	55212	50619	1122839	1278330	3902	61110	49090	17474	1.28	99.91	188.60	20.37	44026	35614	0.100
pa	10	1000000	0.05	0	14	1.0	3.1584	0:00:03	216.11	229.60	210.03	210.45	0.00	0.00	81.34	3.06	10	1000000	1000000	0.00	GapSeed	14	0	1		Gap	71428	39584	39326	1194155	1379484	4865	207063	38427	11548	1.38	87.34	209.37	16.50	44026	34218	0.100
pa	10	1000000	0.05	0	17	1.0	4.7456	0:00:04	246.69	264.68	243.24	243.68	0.00	0.00	75.48	4.02	10	1000000	1000000	0.00	GapSeed	17	0	1		Gap	58823	28263	28259	1456023	1724919	7104	1374587	27609	6278	1.72	74.54	386.77	16.31	44026	32235	0.107
pa	10	1000000	0.05	0	20	1.0	12.5623	0:00:12	334.85	357.71	292.68	293.11	0.00	0.00	92.42	12.09	10	1000000	1000000	0.00	GapSeed	20	0	1		Gap	50000	20953	20953	2869271	3423372	13836	6430197	20487	3469	3.42	42.76	1199.21	19.07	44026	30392	0.156
pa	10	1000000	0.1	0	8	1.0	121.7816	0:02:01	405.08	424.80	398.98	399.41	0.00	0.00	85.04	104.01	10	1000000	1000105	0.00	GapSeed	8	0	1		Gap	125000	1972949	290607	1501087	1891736	11643	2412903	62942	2331	1.89	772.31	11341.67	10598.93	84798	64636	0.100
pa	10	1000000	0.1	0	10	1.0	18.9164	0:00:18	363.50	387.52	357.52	357.96	0.00	0.00	78.14	15.27	10	1000000	1000105	0.00	GapSeed	10	0	1		Gap	100000	139128	52883	3042813	3795747	26125	8021862	42177	5844	3.80	141.32	1711.42	74.51	84798	59897	0.154
pa	10	1000000	0.1	1	11	1.0	31.3278	0:00:31	546.36	596.18	542.49	542.92	0.00	0.00	49.16	15.86	10	1000000	1000105	0.00	GapSeed	11	1	1		Gap	90909	1906885	512217	1189372	1464979	11379	808653	69633	0	1.46	1879.86	1131.12	725.35	84798	78215	0.089
pa	10	1000000	0.1	1	12	1.0	19.0419	0:00:19	522.14	537.11	515.83	516.25	0.00	0.00	80.72	15.83	10	1000000	1000105	0.00	GapSeed	12	1	1		Gap	83333	614394	261425	1236051	1533653	13440	983344	61359	0	1.53	1250.40	608.12	181.60	84798	77079	0.091
pa	10	1000000	0.1	1	13	1.0	16.5462	0:00:16	429.56	440.73	423.18	423.60	0.00	0.00	93.13	15.87	10	1000000	1000105	0.00	GapSeed	13	1	1		Gap	76923	272533	183400	1296003	1619503	15623	1207971	54347	0	1.62	1043.42	575.12	98.85	84798	75906	0.093
pa	10	1000000	0.1	1	14	1.0	14.7238	0:00:14	499.68	515.15	493.45	493.88	0.00	0.00	93.94	14.32	10	1000000	1000105	0.00	GapSeed	14	1	1		Gap	71428	171111	148560	1374095	1728564	18203	1506862	48418	0	1.73	903.14	546.09	71.98	84798	74729	0.096
pa	10	1000000	0.2	1	11	1.0	76.2738	0:01:16	780.16	819.32	775.86	776.30	19.07	0.00	58.95	45.43	10	1000000	1000047	0.00	GapSeed	11	1	1		Gap	90909	1791739	399208	6072601	7616110	166954	25289445	54248	0	7.62	1602.80	5935.33	1753.28	157031	125138	0.224
pa	3	3000000	0.01	0	10	1.0	13.3399	0:00:13	438.97	487.02	432.74	433.19	0.00	0.00	89.36	12.40	3	3000000	3000072	0.00	GapSeed	10	0	1		Gap	300000	1134205	357733	3013640	3072417	295	29	274667	175136	1.02	826.27	3558.73	3122.65	27296	26417	0.131
pa	3	3000000	0.01	0	12	1.0	2.7887	0:00:02	397.22	414.43	391.47	391.90	0.00	0.00	74.23	2.55	3	3000000	3000072	0.00	GapSeed	12	0	1		Gap	250000	270356	229386	3014648	3074421	384	20	224725	181014	1.02	429.32	462.54	113.43	27296	26236	0.131
pa	3	3000000	0.01	0	14	1.0	2.4821	0:00:02	374.13	394.61	368.04	368.52	0.00	0.00	62.44	2.03	3	3000000	3000072	0.00	GapSeed	14	0	1		Gap	214285	192344	190132	3015646	3076398	403	50	189111	149756	1.03	376.63	414.07	79.66	27296	26039	0.131
pa	3	3000000	0.01	0	17	1.0	2.2331	0:00:02	383.64	406.32	382.51	382.93	0.00	0.00	69.39	2.04	3	3000000	3000072	0.00	GapSeed	17	0	1		Gap	176470	152227	152197	3017549	3080000	614	111	151504	114349	1.03	323.55	383.22	62.32	27296	25748	0.130
pa	3	3000000	0.01	0	20	1.0	1.9349	0:00:01	239.90	253.66	233.52	234.01	0.00	0.00	54.75	1.54	3	3000000	3000072	0.00	GapSeed	20	0	1		Gap	150000	125867	125867	3019585	3083779	806	212	125291	89954	1.03	273.96	335.84	51.92	27296	25491	0.130
pa	3	3000000	0.01	0	25	1.0	2.0210	0:00:02	294.27	313.71	288.21	288.64	0.00	0.00	48.95	1.48	3	3000000	3000072	0.00	GapSeed	25	0	1		Gap	120000	96200	96200	3023280	3090498	1031	621	95759	63234	1.03	269.71	369.52	43.20	27296	24978	0.129
pa	3	3000000	0.01	0	31	1.0	1.8711	0:00:01	253.61	274.34	247.52	247.93	0.00	0.00	54.53	1.48	3	3000000	3000072	0.00	GapSeed	31	0	1		Gap	96774	73428	73428	3028775	3100258	1198	1450	73084	43643	1.03	243.49	338.06	31.78	27296	24420	0.127
pa	3	3000000	0.05	0	10	1.0	6.7450	0:00:06	748.84	811.76	745.66	746.10	0.00	0.00	84.80	6.18	3	3000000	3000274	0.00	GapSeed	10	0	1		Gap	300000	1056977	279651	3245745	3652637	9337	118784	193500	56111	1.22	756.07	1405.99	762.16	132266	111199	0.076
pa	3	3000000	0.05	0	12	1.0	3.4798	0:00:03	742.47	796.94	741.56	741.98	0.00	0.00	73.84	3.06	3	3000000	3000274	0.00	GapSeed	12	0	1		Gap	250000	195306	154091	3374196	3843670	11782	193538	147223	51754	1.28	366.55	738.88	82.58	132266	106889	0.076
pa	3	3000000	0.05	0	14	1.0	3.6103	0:00:03	685.79	705.33	679.79	680.22	0.00	0.00	71.17	3.04	3	3000000	3000274	0.00	GapSeed	14	0	1		Gap	214285	120155	117906	3596646	4158136	15125	640311	115039	34668	1.39	335.07	808.97	65.08	132266	102847	0.077
pa	3	3000000	0.05	0	17	1.0	5.3692	0:00:05	740.28	760.26	739.22	739.63	17.17	0.00	77.47	4.63	3	3000000	3000274	0.00	GapSeed	17	0	1		Gap	176470	84694	84665	4412831	5232127	21536	4746635	82706	18966	1.74	248.54	1496.41	57.54	132266	96831	0.085
pa	3	3000000	0.05	0	20	1.0	16.9969	0:00:16	1129.87	1206.70	1096.80	1097.37	0.00	0.00	75.37	13.30	3	3000000	3000274	0.00	GapSeed	20	0	1		Gap	150000	62741	62741	8922682	10638022	43280	22611872	61421	10512	3.55	219.23	5379.85	98.32	132266	91261	0.130
pa	3	3000000	0.1	0	10	1.0	23.5252	0:00:23	1249.04	1288.31	1242.69	1243.15	0.00	0.00	62.21	15.13	3	3000000	3000136	0.00	GapSeed	10	0	1		Gap	300000	989962	213532	9049860	11292763	77751	28764000	126524	12141	3.76	662.16	7064.14	923.99	254240	179690	0.122
pa	3	3000000	0.1	1	12	1.0	28.4910	0:00:28	1575.76	1594.61	1569.49	1569.91	0.00	0.00	54.26	15.95	3	3000000	3000136	0.00	GapSeed	12	1	1		Gap	250000	4346628	1171306	3702283	4593137	40285	3311046	184045	0	1.53	6114.31	3109.20	1463.30	254240	231200	0.068
pa	3	3000000	0.1	1	13	1.0	18.6877	0:00:18	1667.50	1678.35	1661.34	1661.76	0.00	0.00	85.35	16.44	3	3000000	3000136	0.00	GapSeed	13	1	1		Gap	230769	1441178	639837	3881795	4850353	47084	4065213	162971	0	1.62	4086.13	1998.31	413.90	254240	227785	0.071
pa	3	3000000	0.1	1	14	1.0	18.4069	0:00:18	1567.46	1578.40	1561.39	1561.81	0.00	0.00	84.59	16.03	3	3000000	3000136	0.00	GapSeed	14	1	1		Gap	214285	668156	466227	4111420	5170767	53934	5073593	145161	0	1.72	3862.68	2169.44	266.00	254240	224242	0.073
pa	1	10000000	0.01	0	10	1.0	221.3963	0:03:41	1854.00	2024.79	1847.92	1848.35	19.07	0.00	86.58	192.14	1	10000000	10000324	0.00	GapSeed	10	0	1		Gap	1000000	10464207	1831639	10045273	10241131	1048	204	915629	337513	1.02	6288.77	214722.22	212776.55	90867	87960	0.101
pa	1	10000000	0.01	0	12	1.0	4.2256	0:00:04	1534.66	1610.26	1528.62	1529.07	0.00	0.00	73.62	3.60	1	10000000	10000324	0.00	GapSeed	12	0	1		Gap	833333	1249674	792228	10048837	10248137	1383	118	749067	582646	1.02	2034.12	2040.09	573.77	90867	87361	0.100
pa	1	10000000	0.01	0	14	1.0	3.3085	0:00:03	1247.09	1318.02	1241.02	1241.46	0.00	0.00	78.89	3.09	1	10000000	10000324	0.00	GapSeed	14	0	1		Gap	714285	660266	635109	10052172	10254932	1291	173	630568	498779	1.03	1600.03	1562.20	289.97	90867	86659	0.100
pa	1	10000000	0.01	0	17	1.0	3.0276	0:00:03	1419.09	1455.23	1413.20	1413.63	0.00	0.00	68.74	2.56	1	10000000	10000324	0.00	GapSeed	17	0	1		Gap	588235	507775	507436	10057636	10265620	1533	391	505165	381639	1.03	1468.65	1401.16	231.95	90867	85754	0.100
pa	1	10000000	0.01	0	20	1.0	2.8854	0:00:02	1531.53	1591.00	1536.20	1536.65	0.00	0.00	70.75	2.53	1	10000000	10000324	0.00	GapSeed	20	0	1		Gap	500000	419537	419532	10064505	10278226	2351	769	417727	300403	1.03	1377.13	1387.53	191.75	90867	84841	0.100
pa	1	10000000	0.01	0	25	1.0	2.6836	0:00:02	1237.86	1285.89	1231.71	1232.14	0.00	0.00	59.79	2.08	1	10000000	10000324	0.00	GapSeed	25	0	1		Gap	400000	320712	320712	10076110	10299523	3086	1760	319252	211291	1.03	1235.98	1291.67	159.15	90867	83236	0.099
pa	1	10000000	0.01	0	31	1.0	2.5103	0:00:02	1458.12	1490.78	1496.81	1497.23	0.00	0.00	64.54	2.08	1	10000000	10000324	0.00	GapSeed	31	0	1		Gap	322580	244819	244819	10094590	10331957	3741	4631	243699	145780	1.03	1048.18	1266.66	116.82	90867	81352	0.098
pa	1	10000000	0.05	0	10	1.0	43.9555	0:00:43	2319.19	2552.09	2313.18	2313.61	0.00	0.00	34.72	15.75	1	10000000	9999499	0.00	GapSeed	10	0	1		Gap	1000000	10194983	1570068	10809742	12159220	30403	2772882	645088	94229	1.22	6057.57	37292.84	33468.28	440247	370549	0.056
pa	1	10000000	0.05	0	12	1.0	4.9360	0:00:04	2942.23	2994.46	2949.92	2950.35	0.00	0.00	75.56	4.22	1	10000000	9999499	0.00	GapSeed	12	0	1		Gap	833333	998806	542319	11234289	12791716	38875	698939	491177	162239	1.28	1709.39	3001.91	370.09	440247	356193	0.057
pa	1	10000000	0.05	0	14	1.0	4.6574	0:00:04	2662.47	2718.37	2673.57	2674.00	0.00	0.00	79.70	4.20	1	10000000	9999499	0.00	GapSeed	14	0	1		Gap	714285	419591	394936	11960118	13819452	48635	2119436	384062	114586	1.38	1371.22	3011.08	254.03	440247	342499	0.059
pa	1	10000000	0.05	0	17	1.0	7.9150	0:00:07	3329.73	3386.19	3323.60	3324.04	0.00	0.00	80.25	6.84	1	10000000	9999499	0.00	GapSeed	17	0	1		Gap	588235	282603	282273	14683294	17399220	70392	17680186	275749	62754	1.74	1239.34	6418.39	222.54	440247	322810	0.066
pa	1	10000000	0.05	0	20	1.0	20.0497	0:00:20	3690.89	3769.26	3684.93	3685.36	19.07	0.00	75.07	15.52	1	10000000	9999499	0.00	GapSeed	20	0	1		Gap	500000	209269	209265	30088703	35816684	145048	85360470	204611	34677	3.58	1213.14	18524.14	312.85	440247	304454	0.105
pa	1	10000000	0.1	0	10	1.0	59.7461	0:00:59	4844.48	5048.28	4838.44	4838.87	0.00	0.00	74.97	45.29	1	10000000	10000621	0.00	GapSeed	10	0	1		Gap	1000000	9973762	1349553	30427318	37933319	260438	117282484	421715	17111	3.79	5730.17	53347.05	29738.14	847647	598661	0.096
pa	1	10000000	0.1	1	13	1.0	32.6028	0:00:32	3176.88	3523.55	3170.77	3171.22	0.00	0.00	53.35	17.88	1	10000000	10000621	0.00	GapSeed	13	1	1		Gap	769230	12084018	3179512	12961412	16194738	157164	15318684	543391	0	1.62	21562.23	9978.82	3532.80	847647	759019	0.053
pa	1	10000000	0.1	1	14	1.0	26.3235	0:00:26	2853.00	2947.27	2846.94	2847.39	0.00	0.00	62.72	17.00	1	10000000	10000621	0.00	GapSeed	14	1	1		Gap	714285	4047666	1800468	13754610	17300750	179594	19170991	483681	0	1.73	16848.68	8841.84	1294.04	847647	747103	0.055
