alg	cnt	n	e	m	k	pf	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	nr	|a|	|b|	r	H	k	md	pr	bf	dist	seeds	matches	expanded	explored	dbl	ret	band	precom	align	prune	dist		m_pat	m_exp
pa	100	10000	0.01	0	7	0.8	0.5643	0:00:00	10.89	21.11	4.07	5.03	0.00	0.00	0.00	0.25	100	10000	9999	0.00	GapSeed	7	0	1		Gap	1428	2225	10041	10231	0	36	1.02	1.40	1.60	0.61	91	89		
pa	100	10000	0.01	0	7	1.0	0.9083	0:00:00	10.72	21.17	4.03	4.84	0.00	0.00	0.00	0.13	100	10000	9999	0.00	GapSeed	7	0	1		Gap	1428	2225	10041	10231	0	36	1.02	1.84	3.14	1.90	91	89		
pa	100	10000	0.01	0	8	0.4	0.5088	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	100	10000	9999	0.00	GapSeed	8	0	1		Gap	1250	1362	10043	10235	0	51	1.02	1.01	1.34	0.31	91	89		
pa	100	10000	0.01	0	8	0.8	0.5248	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	100	10000	9999	0.00	GapSeed	8	0	1		Gap	1250	1362	10043	10235	0	51	1.02	0.96	1.43	0.49	91	89		
pa	100	10000	0.01	0	8	1.0	0.5268	0:00:00	10.86	21.05	4.05	4.88	0.00	0.00	0.00	0.24	100	10000	9999	0.00	GapSeed	8	0	1		Gap	1250	1362	10043	10235	0	51	1.02	0.89	1.53	0.68	91	89		
pa	100	10000	0.01	0	9	0.4	0.4544	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	100	10000	9999	0.00	GapSeed	9	0	1		Gap	1111	1072	10044	10237	0	58	1.02	0.75	1.12	0.24	91	88		
pa	100	10000	0.01	0	9	0.8	0.4672	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	100	10000	9999	0.00	GapSeed	9	0	1		Gap	1111	1072	10044	10237	0	58	1.02	0.80	1.31	0.42	91	88		
pa	100	10000	0.01	0	9	1.0	0.4525	0:00:00	2.83	7.10	0.48	1.19	0.00	0.00	0.00	0.00	100	10000	9999	0.00	GapSeed	9	0	1		Gap	1111	1072	10044	10237	0	58	1.02	0.79	1.31	0.48	91	88		
pa	100	10000	0.01	0	10	0.4	0.4416	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	100	10000	9999	0.00	GapSeed	10	0	1		Gap	1000	929	10046	10240	0	64	1.02	0.68	1.08	0.22	91	88		
pa	100	10000	0.01	0	10	0.8	1.0503	0:00:01	10.54	20.90	3.89	4.71	0.00	0.00	0.00	0.03	100	10000	9999	0.00	GapSeed	10	0	1		Gap	1000	929	10045	10240	0	64	1.02	1.72	3.05	0.93	91	88		
pa	100	10000	0.01	0	10	1.0	0.5084	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	100	10000	9999	0.00	GapSeed	10	0	1		Gap	1000	929	10045	10240	0	64	1.02	0.72	1.26	0.41	91	88		
pa	100	10000	0.01	0	11	0.4	0.4142	0:00:00	0.00	1.31	0.03	0.03	0.00	0.00	0.00	0.00	100	10000	9999	0.00	GapSeed	11	0	1		Gap	909	830	10048	10244	0	72	1.02	0.55	0.94	0.19	91	88		
pa	100	10000	0.01	0	11	0.8	0.4176	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	100	10000	9999	0.00	GapSeed	11	0	1		Gap	909	830	10048	10244	0	72	1.02	0.58	1.10	0.32	91	88		
pa	100	10000	0.01	0	11	1.0	0.4465	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	100	10000	9999	0.00	GapSeed	11	0	1		Gap	909	830	10048	10244	0	72	1.02	0.62	1.19	0.37	91	88		
pa	100	10000	0.01	0	15	0.4	0.4000	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	100	10000	9999	0.00	GapSeed	15	0	1		Gap	666	584	10056	10260	1	97	1.03	0.49	0.89	0.14	91	87		
pa	100	10000	0.01	0	15	0.8	0.4265	0:00:00	1.33	6.97	0.25	0.55	0.00	0.00	0.00	0.00	100	10000	9999	0.00	GapSeed	15	0	1		Gap	666	584	10055	10260	1	96	1.03	0.46	0.91	0.21	91	87		
pa	100	10000	0.01	0	15	1.0	0.4091	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	100	10000	9999	0.00	GapSeed	15	0	1		Gap	666	584	10055	10259	1	96	1.03	0.50	1.02	0.24	91	87		
pa	100	10000	0.01	0	20	0.4	0.4039	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	100	10000	9999	0.00	GapSeed	20	0	1		Gap	500	419	10065	10279	1	127	1.03	0.41	0.84	0.11	91	85		
pa	100	10000	0.01	0	20	0.8	0.3858	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	100	10000	9999	0.00	GapSeed	20	0	1		Gap	500	419	10064	10277	1	125	1.03	0.36	0.82	0.16	91	85		
pa	100	10000	0.01	0	20	1.0	0.4173	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	100	10000	9999	0.00	GapSeed	20	0	1		Gap	500	419	10064	10277	1	125	1.03	0.37	0.85	0.17	91	85		
pa	100	10000	0.01	0	32	0.4	82.5647	0:01:22	99.62	134.80	92.94	93.95	0.00	0.00	90.84	75.26	100	10000	9999	0.00	GapSeed	32	0	1		Gap	312	3110240	137313	165412	0	1686	16.54	596.54	207.26	158.43	91	7		
pa	100	10000	0.01	0	32	0.8	106.4798	0:01:46	99.78	135.12	93.19	93.92	0.00	0.00	98.01	104.64	100	10000	9999	0.00	GapSeed	32	0	1		Gap	312	3110240	134010	160685	0	5025	16.07	668.27	374.77	318.34	91	7		
pa	100	10000	0.01	0	32	1.0	115.0522	0:01:55	100.62	135.88	93.99	94.96	0.00	0.00	90.78	104.69	100	10000	9999	0.00	GapSeed	32	0	1		Gap	312	3110240	131367	157084	0	7500	15.71	663.29	465.10	407.07	91	7		
pa	100	10000	0.05	0	6	0.4	0.7440	0:00:00	11.26	21.75	4.70	5.39	0.00	0.00	0.00	0.23	100	10000	9999	0.00	GapSeed	6	0	1		Gap	1666	5381	10407	11500	14	1372	1.15	2.24	2.23	0.43	441	400		
pa	100	10000	0.05	0	6	0.8	0.7718	0:00:00	11.39	21.68	4.66	5.36	0.00	0.00	0.00	0.31	100	10000	9999	0.00	GapSeed	6	0	1		Gap	1666	5381	10380	11460	14	1144	1.15	2.25	2.68	1.02	441	400		
pa	100	10000	0.05	0	6	1.0	1.1566	0:00:01	11.34	21.93	4.74	5.43	0.00	0.00	45.00	0.75	100	10000	9999	0.00	GapSeed	6	0	1		Gap	1666	5381	10375	11452	14	1094	1.15	2.34	6.38	4.70	441	400		
pa	100	10000	0.05	0	7	0.4	0.5994	0:00:00	11.11	21.64	4.58	5.32	0.00	0.00	0.00	0.25	100	10000	9999	0.00	GapSeed	7	0	1		Gap	1428	1951	10512	11676	18	1682	1.17	1.15	1.90	0.28	441	393		
pa	100	10000	0.05	0	7	0.8	0.5865	0:00:00	11.11	21.57	4.44	5.25	0.00	0.00	0.00	0.23	100	10000	9999	0.00	GapSeed	7	0	1		Gap	1428	1951	10461	11599	18	1350	1.16	1.04	1.86	0.44	441	393		
pa	100	10000	0.05	0	7	1.0	0.6706	0:00:00	10.93	21.65	4.46	5.13	0.00	0.00	0.00	0.24	100	10000	9999	0.00	GapSeed	7	0	1		Gap	1428	1951	10452	11585	18	1274	1.16	1.18	2.70	1.10	441	393		
pa	100	10000	0.05	0	8	0.4	0.5759	0:00:00	11.04	21.63	4.57	5.32	0.00	0.00	0.00	0.22	100	10000	9999	0.00	GapSeed	8	0	1		Gap	1250	1094	10651	11901	20	2080	1.19	0.94	1.84	0.22	441	385		
pa	100	10000	0.05	0	8	0.8	0.5660	0:00:00	11.01	21.62	4.41	5.11	0.00	0.00	0.00	0.23	100	10000	9999	0.00	GapSeed	8	0	1		Gap	1250	1094	10556	11758	20	1625	1.18	0.80	2.04	0.38	441	385		
pa	100	10000	0.05	0	8	1.0	0.5760	0:00:00	11.11	21.68	4.44	5.13	0.00	0.00	0.00	0.24	100	10000	9999	0.00	GapSeed	8	0	1		Gap	1250	1094	10540	11734	20	1514	1.17	0.81	2.21	0.55	441	385		
pa	100	10000	0.05	0	9	0.4	0.5994	0:00:00	11.24	21.51	4.41	5.10	0.00	0.00	0.00	0.23	100	10000	9999	0.00	GapSeed	9	0	1		Gap	1111	809	10855	12215	24	2577	1.22	1.11	1.98	0.20	441	378		
pa	100	10000	0.05	0	9	0.8	0.5626	0:00:00	11.26	21.67	4.60	5.37	0.00	0.00	0.00	0.22	100	10000	9999	0.00	GapSeed	9	0	1		Gap	1111	809	10692	11972	24	1909	1.20	0.67	2.03	0.33	441	378		
pa	100	10000	0.05	0	9	1.0	0.5678	0:00:00	11.14	21.50	4.37	5.06	0.00	0.00	0.00	0.22	100	10000	9999	0.00	GapSeed	9	0	1		Gap	1111	809	10661	11927	24	1775	1.19	0.67	2.11	0.41	441	378		
pa	100	10000	0.05	0	10	0.4	0.5559	0:00:00	11.19	21.68	4.51	5.21	0.00	0.00	0.00	0.23	100	10000	9999	0.00	GapSeed	10	0	1		Gap	1000	669	11159	12666	30	3296	1.27	0.57	2.06	0.16	441	371		
pa	100	10000	0.05	0	10	0.8	0.5092	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	100	10000	9999	0.00	GapSeed	10	0	1		Gap	1000	669	10852	12221	28	2249	1.22	0.55	1.87	0.27	441	371		
pa	100	10000	0.05	0	10	1.0	0.5106	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	100	10000	9999	0.00	GapSeed	10	0	1		Gap	1000	669	10806	12153	28	2063	1.22	0.55	1.88	0.33	441	371		
pa	100	10000	0.05	0	11	0.8	0.5480	0:00:00	11.02	21.44	4.37	5.04	0.00	0.00	0.00	0.24	100	10000	9999	0.00	GapSeed	11	0	1		Gap	909	574	11060	12534	37	2656	1.25	0.52	2.13	0.25	441	364		
pa	100	10000	0.05	0	11	1.0	0.5456	0:00:00	10.99	21.64	4.41	5.10	0.00	0.00	0.00	0.22	100	10000	9999	0.00	GapSeed	11	0	1		Gap	909	574	10983	12422	36	2400	1.24	0.61	1.91	0.28	441	364		
pa	100	10000	0.05	0	15	0.8	0.5687	0:00:00	11.46	21.77	4.67	5.39	0.00	0.00	0.00	0.26	100	10000	9999	0.00	GapSeed	15	0	1		Gap	666	350	13042	15285	55	6505	1.53	0.37	2.65	0.16	441	336		
pa	100	10000	0.05	0	15	1.0	0.5947	0:00:00	11.15	21.65	4.54	5.29	0.00	0.00	0.00	0.22	100	10000	9999	0.00	GapSeed	15	0	1		Gap	666	350	12417	14457	53	5149	1.45	0.38	2.58	0.19	441	336		
pa	100	10000	0.05	0	20	0.8	1.7979	0:00:01	15.02	25.29	8.20	8.88	0.00	0.00	57.09	1.28	100	10000	9999	0.00	GapSeed	20	0	1		Gap	500	210	44956	53383	201	48917	5.34	0.30	14.91	0.20	441	304		
pa	100	10000	0.05	0	20	1.0	0.9980	0:00:00	12.41	22.95	5.78	6.46	0.00	0.00	0.00	0.25	100	10000	9999	0.00	GapSeed	20	0	1		Gap	500	210	24414	29283	119	23200	2.93	0.29	6.98	0.17	441	304		
pa	100	10000	0.2	0	6	1.0	6.3652	0:00:06	18.58	28.96	11.78	12.48	0.00	0.00	88.14	5.85	100	10000	9998	0.00	GapSeed	6	0	1		Gap	1666	4720	135450	160463	1835	255652	16.05	1.76	59.14	5.12	1572	1077		
pa	100	10000	0.2	1	7	1.0	8.6281	0:00:08	17.24	27.30	10.17	10.91	0.00	0.00	87.85	7.81	100	10000	9998	0.00	GapSeed	7	1	1		Gap	1428	47169	14650	20084	276	10492	2.01	23.01	59.49	53.44	1572	1420		
pa	100	10000	0.2	1	8	1.0	2.2590	0:00:02	14.80	25.88	8.49	9.29	0.00	0.00	69.05	1.82	100	10000	9998	0.00	GapSeed	8	1	1		Gap	1250	13434	17272	23695	390	15591	2.37	8.71	11.10	5.41	1572	1380		
pa	100	10000	0.2	1	9	1.0	1.8312	0:00:01	15.05	25.15	8.04	8.89	0.00	0.00	57.04	1.31	100	10000	9998	0.00	GapSeed	9	1	1		Gap	1111	4644	21857	29706	552	24891	2.97	5.78	9.83	1.74	1572	1340		
pa	100	10000	0.2	1	10	1.0	1.9155	0:00:01	15.01	25.30	8.16	8.87	0.00	0.00	54.23	1.30	100	10000	9998	0.00	GapSeed	10	1	1		Gap	1000	2179	31534	41760	855	45112	4.18	4.29	12.35	0.97	1572	1296		
pa	100	10000	0.2	1	11	1.0	3.1635	0:00:03	14.18	24.59	7.51	8.35	0.00	0.00	81.92	2.85	100	10000	9998	0.00	GapSeed	11	1	1		Gap	909	1348	57324	72295	1572	101228	7.23	3.95	25.04	1.01	1572	1253		
pa	33	30000	0.01	0	6	0.4	1.0354	0:00:01	15.57	26.67	9.00	9.64	0.00	0.00	0.00	0.23	33	30000	30000	0.00	GapSeed	6	0	1		Gap	5000	41307	30118	30684	1	319	1.02	15.33	6.72	2.71	273	268		
pa	33	30000	0.01	0	6	0.8	1.2778	0:00:01	15.58	26.42	8.75	9.39	0.00	0.00	40.02	0.75	33	30000	30000	0.00	GapSeed	6	0	1		Gap	5000	41307	30118	30684	1	319	1.02	15.54	14.01	10.05	273	268		
pa	33	30000	0.01	0	6	1.0	6.6155	0:00:06	16.23	27.15	9.52	10.18	0.00	0.00	86.50	5.96	33	30000	30000	0.00	GapSeed	6	0	1		Gap	5000	41307	30118	30684	1	319	1.02	16.01	175.30	170.80	273	268		
pa	33	30000	0.01	0	7	0.4	0.6235	0:00:00	15.18	25.76	8.61	9.26	0.00	0.00	0.00	0.25	33	30000	30000	0.00	GapSeed	7	0	1		Gap	4285	11877	30123	30696	2	370	1.02	5.66	4.58	1.21	273	267		
pa	33	30000	0.01	0	7	0.8	0.6672	0:00:00	14.12	24.34	7.21	7.86	0.00	0.00	0.00	0.24	33	30000	30000	0.00	GapSeed	7	0	1		Gap	4285	11877	30123	30696	2	370	1.02	6.23	5.50	2.24	273	267		
pa	33	30000	0.01	0	7	1.0	1.0781	0:00:01	13.75	24.13	6.90	7.53	0.00	0.00	48.39	0.76	33	30000	30000	0.00	GapSeed	7	0	1		Gap	4285	11877	30123	30695	2	370	1.02	5.82	18.44	15.21	273	267		
pa	33	30000	0.01	0	8	0.4	0.5571	0:00:00	14.86	25.40	8.26	8.88	0.00	0.00	0.00	0.25	33	30000	30000	0.00	GapSeed	8	0	1		Gap	3750	5229	30127	30705	1	385	1.02	3.81	4.64	1.01	273	266		
pa	33	30000	0.01	0	8	0.8	0.5581	0:00:00	13.95	24.13	7.00	7.65	0.00	0.00	0.00	0.24	33	30000	30000	0.00	GapSeed	8	0	1		Gap	3750	5229	30127	30704	1	385	1.02	3.90	4.58	1.58	273	266		
pa	33	30000	0.01	0	8	1.0	0.6311	0:00:00	13.56	23.93	6.80	7.46	0.00	0.00	0.00	0.24	33	30000	30000	0.00	GapSeed	8	0	1		Gap	3750	5229	30127	30704	1	385	1.02	3.88	6.75	3.68	273	266		
pa	33	30000	0.01	0	9	0.4	0.5009	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	33	30000	30000	0.00	GapSeed	9	0	1		Gap	3333	3478	30132	30714	2	423	1.02	2.79	3.80	0.81	273	265		
pa	33	30000	0.01	0	9	0.8	0.4755	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	33	30000	30000	0.00	GapSeed	9	0	1		Gap	3333	3478	30132	30714	2	422	1.02	2.57	3.87	1.25	273	265		
pa	33	30000	0.01	0	9	1.0	0.5622	0:00:00	13.28	23.72	6.59	7.23	0.00	0.00	0.00	0.22	33	30000	30000	0.00	GapSeed	9	0	1		Gap	3333	3478	30132	30714	2	422	1.02	2.95	5.17	2.42	273	265		
pa	33	30000	0.01	0	10	0.4	0.4861	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	33	30000	30000	0.00	GapSeed	10	0	1		Gap	3000	2845	30136	30723	2	409	1.02	2.45	3.53	0.70	273	264		
pa	33	30000	0.01	0	10	0.8	0.4844	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	33	30000	30000	0.00	GapSeed	10	0	1		Gap	3000	2845	30136	30722	2	408	1.02	2.40	3.84	1.15	273	264		
pa	33	30000	0.01	0	10	1.0	0.4878	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	33	30000	30000	0.00	GapSeed	10	0	1		Gap	3000	2845	30136	30722	2	408	1.02	2.42	3.98	1.38	273	264		
pa	33	30000	0.01	0	11	0.4	0.4533	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	33	30000	30000	0.00	GapSeed	11	0	1		Gap	2727	2505	30142	30734	3	448	1.02	2.15	3.33	0.62	273	263		
pa	33	30000	0.01	0	11	0.8	0.4578	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	33	30000	30000	0.00	GapSeed	11	0	1		Gap	2727	2505	30142	30733	3	447	1.02	2.12	3.60	1.00	273	263		
pa	33	30000	0.01	0	11	1.0	0.4937	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	33	30000	30000	0.00	GapSeed	11	0	1		Gap	2727	2505	30142	30733	3	446	1.02	2.28	3.97	1.26	273	263		
pa	33	30000	0.01	0	15	0.4	0.3700	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	33	30000	30000	0.00	GapSeed	15	0	1		Gap	2000	1757	30165	30777	5	488	1.03	1.43	2.52	0.39	273	259		
pa	33	30000	0.01	0	15	0.8	0.4262	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	33	30000	30000	0.00	GapSeed	15	0	1		Gap	2000	1757	30162	30774	5	481	1.03	1.54	3.06	0.73	273	259		
pa	33	30000	0.01	0	15	1.0	0.4393	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	33	30000	30000	0.00	GapSeed	15	0	1		Gap	2000	1757	30162	30773	5	480	1.03	1.58	3.19	0.84	273	259		
pa	33	30000	0.01	0	20	0.4	0.4137	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	33	30000	30000	0.00	GapSeed	20	0	1		Gap	1500	1257	30202	30846	6	552	1.03	1.35	2.71	0.32	273	255		
pa	33	30000	0.01	0	20	0.8	0.3950	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	33	30000	30000	0.00	GapSeed	20	0	1		Gap	1500	1257	30198	30840	7	527	1.03	1.28	2.65	0.48	273	255		
pa	33	30000	0.01	0	20	1.0	0.4025	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	33	30000	30000	0.00	GapSeed	20	0	1		Gap	1500	1257	30196	30836	6	524	1.03	1.29	2.80	0.56	273	255		
pa	33	30000	0.01	0	32	0.4	120.3474	0:02:00	763.86	905.21	762.70	762.88	5.10	0.00	84.13	101.50	
pa	33	30000	0.01	0	32	0.8	120.3485	0:02:00	771.60	906.90	764.61	765.26	0.59	0.00	85.78	103.46	
pa	33	30000	0.01	0	32	1.0	120.3247	0:02:00	766.41	908.17	764.45	764.58	2.98	0.00	85.68	103.33	
pa	33	30000	0.05	0	6	0.4	1.0414	0:00:01	17.41	28.30	10.61	11.28	0.00	0.00	0.00	0.23	33	30000	29999	0.00	GapSeed	6	0	1		Gap	5000	40591	31205	34488	44	5475	1.15	13.98	8.03	2.67	1323	1202		
pa	33	30000	0.05	0	6	0.8	1.2435	0:00:01	16.77	28.01	10.33	11.03	0.00	0.00	40.92	0.77	33	30000	29999	0.00	GapSeed	6	0	1		Gap	5000	40591	31122	34361	43	4586	1.15	13.41	15.92	10.69	1323	1202		
pa	33	30000	0.05	0	6	1.0	4.7799	0:00:04	16.75	27.91	10.32	11.07	0.00	0.00	85.99	4.37	33	30000	29999	0.00	GapSeed	6	0	1		Gap	5000	40591	31108	34339	43	4323	1.14	13.82	122.49	116.36	1323	1202		
pa	33	30000	0.05	0	7	0.4	0.7107	0:00:00	15.96	26.54	9.45	10.11	0.00	0.00	0.00	0.22	33	30000	29999	0.00	GapSeed	7	0	1		Gap	4285	11080	31525	35016	57	6557	1.17	6.10	6.73	1.01	1323	1181		
pa	33	30000	0.05	0	7	0.8	0.6892	0:00:00	14.63	24.70	7.69	8.39	0.00	0.00	0.00	0.25	33	30000	29999	0.00	GapSeed	7	0	1		Gap	4285	11080	31373	34786	57	5373	1.16	5.29	6.91	1.98	1323	1181		
pa	33	30000	0.05	0	7	1.0	0.8363	0:00:00	14.32	24.94	7.57	8.24	0.00	0.00	0.00	0.25	33	30000	29999	0.00	GapSeed	7	0	1		Gap	4285	11080	31344	34742	57	5097	1.16	4.98	12.49	7.79	1323	1181		
pa	33	30000	0.05	0	8	0.4	0.5680	0:00:00	15.69	26.25	9.12	9.78	0.00	0.00	0.00	0.25	33	30000	29999	0.00	GapSeed	8	0	1		Gap	3750	4421	31996	35764	72	8153	1.19	2.94	5.82	0.68	1323	1158		
pa	33	30000	0.05	0	8	0.8	0.5933	0:00:00	13.96	24.55	7.30	7.97	0.00	0.00	0.00	0.23	33	30000	29999	0.00	GapSeed	8	0	1		Gap	3750	4421	31680	35294	71	6218	1.18	2.86	6.35	1.20	1323	1158		
pa	33	30000	0.05	0	8	1.0	0.6233	0:00:00	13.59	24.21	7.20	7.90	0.00	0.00	0.00	0.22	33	30000	29999	0.00	GapSeed	8	0	1		Gap	3750	4421	31623	35207	70	5861	1.17	2.67	7.49	2.13	1323	1158		
pa	33	30000	0.05	0	9	0.4	0.5450	0:00:00	15.83	26.16	9.02	9.68	0.00	0.00	0.00	0.26	33	30000	29999	0.00	GapSeed	9	0	1		Gap	3333	2672	32592	36678	86	10223	1.22	2.27	6.31	0.55	1323	1136		
pa	33	30000	0.05	0	9	0.8	0.5477	0:00:00	14.01	24.20	7.18	7.86	0.00	0.00	0.00	0.24	33	30000	29999	0.00	GapSeed	9	0	1		Gap	3333	2672	32060	35893	84	7248	1.20	2.20	6.18	0.94	1323	1136		
pa	33	30000	0.05	0	9	1.0	0.5088	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	33	30000	29999	0.00	GapSeed	9	0	1		Gap	3333	2672	31971	35762	83	6712	1.19	1.93	5.42	1.15	1323	1136		
pa	33	30000	0.05	0	10	0.4	0.5350	0:00:00	15.60	26.26	9.13	9.79	0.00	0.00	0.00	0.25	33	30000	29999	0.00	GapSeed	10	0	1		Gap	3000	2061	33435	37943	90	13245	1.26	1.84	6.34	0.47	1323	1114		
pa	33	30000	0.05	0	10	0.8	0.4922	0:00:00	0.00	1.31	0.03	0.03	0.00	0.00	0.00	0.00	33	30000	29999	0.00	GapSeed	10	0	1		Gap	3000	2061	32532	36632	87	8672	1.22	1.71	5.44	0.76	1323	1114		
pa	33	30000	0.05	0	10	1.0	0.5252	0:00:00	13.73	24.11	7.09	7.76	0.00	0.00	0.00	0.25	33	30000	29999	0.00	GapSeed	10	0	1		Gap	3000	2061	32392	36426	87	7856	1.21	1.85	6.16	0.98	1323	1114		
pa	33	30000	0.05	0	11	0.8	0.5298	0:00:00	13.76	24.16	7.12	7.85	0.00	0.00	0.00	0.25	33	30000	29999	0.00	GapSeed	11	0	1		Gap	2727	1733	33133	37537	107	10340	1.25	1.60	6.44	0.74	1323	1094		
pa	33	30000	0.05	0	11	1.0	0.4944	0:00:00	0.00	1.31	0.02	0.02	0.00	0.00	0.00	0.00	33	30000	29999	0.00	GapSeed	11	0	1		Gap	2727	1733	32887	37183	106	9198	1.24	1.46	5.46	0.79	1323	1094		
pa	33	30000	0.05	0	15	0.8	0.6362	0:00:00	14.04	24.79	7.67	8.33	0.00	0.00	0.00	0.24	33	30000	29999	0.00	GapSeed	15	0	1		Gap	2000	1049	39201	45939	183	25536	1.53	1.20	9.75	0.50	1323	1010		
pa	33	30000	0.05	0	15	1.0	0.5482	0:00:00	14.88	25.47	8.39	9.06	0.00	0.00	0.00	0.26	33	30000	29999	0.00	GapSeed	15	0	1		Gap	2000	1049	37420	43565	176	19945	1.45	1.15	7.85	0.56	1323	1010		
pa	33	30000	0.05	0	20	0.8	3.0726	0:00:03	24.21	35.14	17.66	18.33	0.00	0.00	67.61	2.33	33	30000	29999	0.00	GapSeed	20	0	1		Gap	1500	626	196091	229995	859	317374	7.67	1.08	83.58	0.74	1323	915		
pa	33	30000	0.05	0	20	1.0	1.1807	0:00:01	17.60	28.38	11.18	11.86	0.00	0.00	44.00	0.75	33	30000	29999	0.00	GapSeed	20	0	1		Gap	1500	626	77967	93506	391	104818	3.12	1.04	26.27	0.52	1323	915		
pa	33	30000	0.2	0	6	1.0	12.3242	0:00:12	39.24	49.85	32.44	33.17	0.00	0.00	93.31	11.74	33	30000	29987	0.00	GapSeed	6	0	1		Gap	5000	38605	486507	569200	6585	1171611	18.97	12.84	352.07	110.60	4710	3238		
pa	33	30000	0.2	1	7	1.0	75.1669	0:01:15	44.20	78.46	37.61	38.62	0.00	0.00	59.90	45.28	33	30000	29987	0.00	GapSeed	7	1	1		Gap	4285	404339	44236	60608	844	39229	2.02	149.58	2110.53	2091.39	4710	4255		
pa	33	30000	0.2	1	8	1.0	6.5984	0:00:06	27.35	43.20	20.43	21.15	0.00	0.00	85.63	5.90	33	30000	29987	0.00	GapSeed	8	1	1		Gap	3750	105523	52155	71487	1185	58666	2.38	60.68	128.09	104.79	4710	4139		
pa	33	30000	0.2	1	9	1.0	2.3806	0:00:02	23.80	34.49	16.94	17.66	0.00	0.00	65.94	1.83	33	30000	29987	0.00	GapSeed	9	1	1		Gap	3333	30180	66649	90359	1679	95778	3.01	24.31	39.56	12.71	4710	4011		
pa	33	30000	0.2	1	10	1.0	2.4539	0:00:02	23.11	33.64	16.52	17.22	0.00	0.00	63.16	1.79	33	30000	29987	0.00	GapSeed	10	1	1		Gap	3000	10613	97693	128762	2609	177728	4.29	16.66	49.22	4.70	4710	3884		
pa	33	30000	0.2	1	11	1.0	3.7426	0:00:03	26.02	36.50	19.39	20.10	0.00	0.00	83.36	3.38	33	30000	29987	0.00	GapSeed	11	1	1		Gap	2727	5048	183604	229877	5036	420266	7.66	13.79	91.78	3.43	4710	3754		
pa	10	100000	0.01	0	6	0.4	2.4010	0:00:02	41.06	59.62	34.22	34.89	0.00	0.00	64.94	1.79	10	100000	99999	0.00	GapSeed	6	0	1		Gap	16666	423121	100390	102283	4	1603	1.02	144.52	56.35	40.90	910	893		
pa	10	100000	0.01	0	6	0.8	5.5670	0:00:05	44.03	58.61	37.30	37.91	0.00	0.00	84.60	4.92	10	100000	99999	0.00	GapSeed	6	0	1		Gap	16666	423121	100390	102282	4	1602	1.02	158.84	356.51	338.84	910	893		
pa	10	100000	0.01	0	6	1.0	96.3232	0:01:36	44.38	58.36	37.62	38.26	0.00	0.00	76.21	73.67	10	100000	99999	0.00	GapSeed	6	0	1		Gap	16666	423121	100390	102282	4	1602	1.02	146.72	9451.29	9430.82	910	893		
pa	10	100000	0.01	0	7	0.4	0.8563	0:00:00	24.50	35.59	17.57	18.22	0.00	0.00	0.00	0.25	10	100000	99999	0.00	GapSeed	7	0	1		Gap	14285	100822	100412	102326	5	1632	1.02	37.64	18.88	6.78	910	891		
pa	10	100000	0.01	0	7	0.8	1.0216	0:00:01	23.71	35.50	16.98	17.67	0.00	0.00	0.00	0.24	10	100000	99999	0.00	GapSeed	7	0	1		Gap	14285	100822	100412	102326	5	1631	1.02	40.93	31.69	19.09	910	891		
