alg	model	cnt	n	e	m	k	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	exit_status	nr	|a|	|b|	r	H	k	m	pr	bf	d-f	seeds	matches	f-match	expanded	explored	greedy	dbl	ret	prunes	shift	band	precom	align	prune	ed	h0	h0end
cp-sh	synthetic	10	100000	0.1	0	7	10.0843	0:00:10	689.03	1032.25	684.39	685.23	0.00	0.00	87.66	9.33	timeout 10s
cp-csh+gap	synthetic	10	100000	0.1	0	8	0.8118	0:00:00	14.60	26.05	8.36	8.97	0.00	0.00	0.00	0.47	ok	10	100000	100041	0.00	GapSeed	8	0	1	0	Gap	12500	8857	8836	183736	223795	13755	0	162435	6327	1106	2.24	8.13	70.58	12.16	8482	6464	12258
cp-csh	synthetic	10	100000	0.1	0	8	7.7952	0:00:07	26.00	36.95	19.66	20.28	0.00	0.00	86.99	7.23	ok	10	100000	100041	0.00	GapSeed	8	0	1	0	Zero	12500	25775	25775	205252	253870	14513	0	266621	6324	1032	2.54	21.63	748.98	634.94	8482	6006	12149
cp-sh	synthetic	10	100000	0.1	0	8	10.1200	0:00:10	357.20	1033.25	350.86	351.47	0.00	0.00	86.84	9.28	timeout 10s
cp-csh+gap	synthetic	10	100000	0.1	0	9	0.9954	0:00:00	22.19	33.05	15.74	16.37	0.00	0.00	0.00	0.49	ok	10	100000	100041	0.00	GapSeed	9	0	1	0	Gap	11111	5787	5782	262072	312687	18872	0	295666	5151	961	3.13	6.09	90.90	3.99	8482	6223	10932
cp-csh	synthetic	10	100000	0.1	0	9	1.4986	0:00:01	24.70	35.57	18.29	18.93	0.00	0.00	35.38	1.03	ok	10	100000	100041	0.00	GapSeed	9	0	1	0	Zero	11111	9607	9607	281965	339109	19606	0	236642	5149	2248	3.39	8.29	137.83	43.06	8482	5834	10893
cp-sh	synthetic	10	100000	0.1	0	9	10.0603	0:00:10	354.55	365.98	347.98	348.76	0.00	0.00	86.98	9.24	timeout 10s
cp-csh+gap	synthetic	10	100000	0.1	0	10	1.8985	0:00:01	31.73	42.60	25.30	25.93	0.00	0.00	52.66	1.49	ok	10	100000	100041	0.00	GapSeed	10	0	1	0	Gap	10000	4488	4487	458335	527823	29659	0	677987	4243	691	5.28	5.25	182.08	4.22	8482	5987	9857
cp-csh	synthetic	10	100000	0.1	0	10	1.4521	0:00:01	32.56	43.64	26.33	26.97	0.00	0.00	34.41	0.97	ok	10	100000	100041	0.00	GapSeed	10	0	1	0	Zero	10000	5350	5350	475777	549608	30397	0	226706	4241	2883	5.49	4.99	138.10	7.39	8482	5655	9842
cp-sh	synthetic	10	100000	0.1	0	10	9.4482	0:00:09	102.55	115.00	95.88	96.48	0.00	0.00	84.29	8.45	ok	10	100000	100041	0.00	Unordered	10	0	1	0	Zero	9577	4485	4485	1514409	1639893	108326	0	3680974	3892	0	16.39	5.54	936.60	0.00	8482	5092	8984
cp-csh+gap	synthetic	10	100000	0.1	0	11	6.8965	0:00:06	58.81	70.57	52.45	53.06	0.00	0.00	91.05	6.78	ok	10	100000	100041	0.00	GapSeed	11	0	1	0	Gap	9090	3660	3658	1307000	1424493	87065	0	2420641	3547	479	14.24	4.97	681.67	8.84	8482	5760	8999
cp-csh	synthetic	10	100000	0.1	0	11	4.8052	0:00:04	59.82	72.00	53.45	54.05	0.00	0.00	83.87	4.51	ok	10	100000	100041	0.00	GapSeed	11	0	1	0	Zero	9090	3856	3856	1335753	1455405	90874	0	748179	3548	2756	14.55	4.11	473.23	8.47	8482	5480	8993
cp-sh	synthetic	10	100000	0.1	0	11	10.0144	0:00:10	102.09	114.87	95.76	96.37	0.00	0.00	89.08	9.40	timeout 10s	10	100000	99990	0.00	Unordered	11	0	1	0	Zero	9005	3690	3690	2233203	2386334	105062	0	5405109	3483	0	23.86	8.54	3179.42	0.00	8478	5315	8799
cp-csh+gap	synthetic	10	100000	0.1	0	12	10.0718	0:00:10	361.27	374.27	354.87	355.49	0.00	0.00	88.26	9.35	timeout 10s
cp-csh	synthetic	10	100000	0.1	0	12	10.0513	0:00:10	364.82	544.64	358.39	359.02	0.00	0.00	89.15	9.45	timeout 10s
cp-sh	synthetic	10	100000	0.1	0	12	10.0141	0:00:10	361.50	374.16	355.16	355.79	0.00	0.00	87.46	9.25	timeout 10s
cp-csh+gap	synthetic	10	100000	0.1	1	11	1.1028	0:00:01	29.05	40.08	22.84	23.44	0.00	0.00	47.15	1.00	ok	10	100000	100041	0.00	GapSeed	11	1	1	0	Gap	9090	39958	25939	123785	151394	10277	190	11547	13952	777	1.51	69.02	38.74	19.61	8482	7817	17331
cp-csh	synthetic	10	100000	0.1	1	11	3.1205	0:00:03	34.46	45.42	28.11	28.75	0.00	0.00	64.75	2.49	ok	10	100000	100041	0.00	GapSeed	11	1	1	0	Zero	9090	39958	39958	148967	189046	11197	477	64818	13943	808	1.89	78.29	229.49	180.85	8482	7438	17260
cp-sh	synthetic	10	100000	0.1	1	11	10.0864	0:00:10	355.58	366.33	348.86	349.50	0.00	0.00	85.56	9.09	timeout 10s
cp-csh+gap	synthetic	10	100000	0.1	1	12	0.9081	0:00:00	27.61	38.36	21.05	21.67	0.00	0.00	0.00	0.50	ok	10	100000	100041	0.00	GapSeed	12	1	1	0	Gap	8333	23928	20356	131141	160894	10623	232	16057	11969	729	1.61	57.34	31.27	10.76	8482	7710	15942
cp-csh	synthetic	10	100000	0.1	1	12	1.1853	0:00:01	28.05	39.13	21.82	22.43	0.00	0.00	43.89	1.01	ok	10	100000	100041	0.00	GapSeed	12	1	1	0	Zero	8333	23928	23928	156969	198684	11533	514	15062	11966	1512	1.99	60.90	55.00	27.07	8482	7377	15897
cp-sh	synthetic	10	100000	0.1	1	12	3.2979	0:00:03	35.20	45.96	28.66	29.30	0.00	0.00	79.16	3.08	ok	10	100000	100041	0.00	Unordered	12	1	1	0	Zero	6061	4751	4751	631298	715895	38382	2468	1441718	4111	0	7.16	32.26	295.67	0.00	8482	2619	10843
cp-csh+gap	synthetic	10	100000	0.1	1	13	0.9147	0:00:00	28.11	38.83	21.52	22.12	0.00	0.00	0.00	0.47	ok	10	100000	100041	0.00	GapSeed	13	1	1	0	Gap	7692	17922	17025	140489	172622	11147	275	28770	10340	597	1.73	56.20	33.15	7.62	8482	7590	14764
cp-csh	synthetic	10	100000	0.1	1	13	0.9981	0:00:00	27.50	38.65	21.36	21.97	0.00	0.00	0.00	0.50	ok	10	100000	100041	0.00	GapSeed	13	1	1	0	Zero	7692	17922	17922	167884	211508	12120	579	11752	10338	1770	2.11	56.15	41.39	11.18	8482	7305	14731
cp-sh	synthetic	10	100000	0.1	1	13	1.3597	0:00:01	24.02	34.95	17.70	18.29	0.00	0.00	37.50	1.00	ok	10	100000	100041	0.00	Unordered	13	1	1	0	Zero	7071	5185	5185	269789	327675	17041	896	523725	4863	0	3.28	33.96	100.14	0.00	8482	3772	13498
cp-csh+gap	synthetic	10	100000	0.1	1	14	0.9197	0:00:00	27.32	38.44	21.12	21.74	0.00	0.00	0.00	0.48	ok	10	100000	100041	0.00	GapSeed	14	1	1	0	Gap	7142	14782	14550	153874	188878	11874	345	62807	8971	457	1.89	53.66	36.32	6.47	8482	7478	13757
cp-csh	synthetic	10	100000	0.1	1	14	0.9350	0:00:00	27.55	38.35	21.05	21.67	0.00	0.00	0.00	0.47	ok	10	100000	100041	0.00	GapSeed	14	1	1	0	Zero	7142	14782	14782	181579	227397	12858	690	14820	8968	1667	2.27	54.46	37.03	7.10	8482	7227	13728
cp-sh	synthetic	10	100000	0.1	1	14	1.2954	0:00:01	23.91	34.87	17.57	18.17	0.00	0.00	37.84	0.96	ok	10	100000	100041	0.00	Unordered	14	1	1	0	Zero	6986	4861	4861	248942	305333	16318	907	465718	4677	0	3.05	36.21	91.52	0.00	8482	4250	13605
cp-csh+gap	synthetic	10	100000	0.1	1	15	1.0185	0:00:01	27.01	38.15	20.85	21.46	0.00	0.00	0.00	0.46	ok	10	100000	100041	0.00	GapSeed	15	1	1	0	Gap	6666	12610	12552	171065	209350	12902	424	99648	7822	348	2.09	54.90	45.00	5.73	8482	7362	12868
cp-csh	synthetic	10	100000	0.1	1	15	0.9253	0:00:00	27.47	38.16	20.87	21.51	0.00	0.00	0.00	0.50	ok	10	100000	100041	0.00	GapSeed	15	1	1	0	Zero	6666	12610	12610	199602	248002	13907	775	20320	7822	1467	2.48	51.03	39.41	5.66	8482	7132	12848
cp-sh	synthetic	10	100000	0.1	1	15	1.2935	0:00:01	24.04	34.91	17.63	18.26	0.00	0.00	40.19	1.02	ok	10	100000	100041	0.00	Unordered	15	1	1	0	Zero	6629	4383	4383	258365	316116	17049	972	490109	4258	0	3.16	33.86	93.54	0.00	8482	4492	13010
cp-csh+gap	synthetic	10	100000	0.1	1	16	1.0512	0:00:01	26.96	37.68	20.50	21.12	0.00	0.00	49.47	0.99	ok	10	100000	100041	0.00	GapSeed	16	1	1	0	Gap	6250	10931	10918	195023	237262	14255	528	142413	6865	267	2.37	50.76	52.23	5.23	8482	7233	12106
cp-csh	synthetic	10	100000	0.1	1	16	1.0297	0:00:01	26.68	37.48	20.18	20.81	0.00	0.00	0.00	0.50	ok	10	100000	100041	0.00	GapSeed	16	1	1	0	Zero	6250	10931	10931	224106	275720	15367	893	31014	6866	1271	2.76	51.52	49.30	5.24	8482	7033	12092
cp-sh	synthetic	10	100000	0.1	1	16	1.3808	0:00:01	24.18	34.97	17.68	18.29	0.00	0.00	37.67	1.01	ok	10	100000	100041	0.00	Unordered	16	1	1	0	Zero	6242	3917	3917	284691	345396	18347	1099	551948	3814	0	3.45	32.84	103.39	0.00	8482	4649	12277
cp-csh+gap	synthetic	10	100000	0.1	1	17	1.2336	0:00:01	26.87	37.63	20.36	20.99	0.00	0.00	40.52	0.96	ok	10	100000	100041	0.00	GapSeed	17	1	1	0	Gap	5882	9512	9508	230352	277419	16872	649	198836	6032	203	2.77	51.49	69.88	6.49	8482	7112	11428
cp-csh	synthetic	10	100000	0.1	1	17	1.0585	0:00:01	26.36	37.56	20.29	20.90	0.00	0.00	45.41	0.97	ok	10	100000	100041	0.00	GapSeed	17	1	1	0	Zero	5882	9512	9512	259112	314695	17944	1038	52454	6033	1087	3.15	51.34	52.51	4.79	8482	6930	11416
cp-sh	synthetic	10	100000	0.1	1	17	1.5722	0:00:01	23.57	34.53	17.26	17.88	0.00	0.00	64.89	1.52	ok	10	100000	100041	0.00	Unordered	17	1	1	0	Zero	5879	3508	3508	326209	390937	21513	1271	652137	3415	0	3.91	32.60	122.77	0.00	8482	4744	11574
cp-csh+gap	synthetic	10	100000	0.1	1	18	1.3609	0:00:01	26.70	37.59	20.38	20.98	0.00	0.00	36.73	0.96	ok	10	100000	100041	0.00	GapSeed	18	1	1	0	Gap	5555	8326	8324	282096	335324	20147	828	280980	5330	152	3.35	44.90	87.63	4.73	8482	6984	10819
cp-csh	synthetic	10	100000	0.1	1	18	1.1604	0:00:01	27.04	38.11	20.82	21.43	0.00	0.00	43.95	0.99	ok	10	100000	100041	0.00	GapSeed	18	1	1	0	Zero	5555	8326	8326	308975	369546	21197	1226	96839	5332	944	3.69	47.97	66.04	4.31	8482	6819	10811
cp-sh	synthetic	10	100000	0.1	1	18	1.8778	0:00:01	24.27	35.07	17.88	18.64	0.00	0.00	54.32	1.51	ok	10	100000	100041	0.00	Unordered	18	1	1	0	Zero	5554	3145	3145	385698	455774	25362	1532	796030	3064	0	4.56	32.33	153.29	0.00	8482	4818	10948
cp-csh+gap	synthetic	10	100000	0.2	1	11	5.1227	0:00:05	59.89	71.13	53.59	54.18	0.00	0.00	81.99	4.70	ok	10	100000	99990	0.00	GapSeed	11	1	1	0	Gap	9090	28530	14580	727605	852455	29606	6016	1360850	7454	70	8.52	62.04	445.35	23.47	15706	12505	17630
cp-csh	synthetic	10	100000	0.2	1	11	8.8786	0:00:08	58.27	69.34	51.64	52.27	0.00	0.00	88.20	8.32	ok	10	100000	99990	0.00	GapSeed	11	1	1	0	Zero	9090	28530	28530	802558	937543	31771	7651	1603816	7467	187	9.38	71.93	808.84	247.50	15706	12128	17566
cp-sh	synthetic	10	100000	0.2	1	11	10.0817	0:00:10	986.41	1038.48	983.27	983.94	0.00	0.00	89.28	9.51	timeout 10s
cp-csh+gap	synthetic	10	100000	0.2	1	12	10.0231	0:00:10	142.25	153.00	135.71	136.34	0.00	0.00	91.19	9.62	timeout 10s	10	100000	99957	0.00	GapSeed	12	1	1	0	Gap	8333	13391	9908	2021318	2215282	65938	18882	4633492	6142	61	22.15	111.88	3251.04	57.36	15714	12103	16389
cp-csh	synthetic	10	100000	0.2	1	12	10.0140	0:00:10	138.67	149.46	132.16	132.78	0.00	0.00	87.78	9.29	timeout 10s	10	100000	99957	0.00	GapSeed	12	1	1	0	Gap	8333	13391	13391	2191931	2393407	69823	21854	4771237	6162	366	23.93	109.74	3762.78	122.74	15714	11813	16360
cp-sh	synthetic	10	100000	0.2	1	12	10.0520	0:00:10	355.81	367.05	349.29	349.91	0.00	0.00	85.44	9.05	timeout 10s
cp-csh+gap	synthetic	1	1000000	0.01	0	7	10.0374	0:00:10	258.43	287.49	252.12	252.74	0.00	0.00	88.80	9.40	timeout 10s
cp-csh	synthetic	1	1000000	0.01	0	7	10.1526	0:00:10	1574.48	1818.68	1568.04	1568.65	0.00	0.00	82.74	8.89	timeout 10s
cp-sh	synthetic	1	1000000	0.01	0	7	10.0834	0:00:10	711.84	1059.51	705.49	706.09	0.00	0.00	87.07	9.27	timeout 10s
cp-csh+gap	synthetic	1	1000000	0.01	0	8	10.0225	0:00:10	87.91	102.64	81.48	82.10	0.00	0.00	89.09	9.40	timeout 10s
cp-csh	synthetic	1	1000000	0.01	0	8	10.0619	0:00:10	409.66	422.24	403.22	403.82	0.00	0.00	89.35	9.48	timeout 10s
cp-sh	synthetic	1	1000000	0.01	0	8	10.0807	0:00:10	940.46	1059.51	939.64	940.24	0.00	0.00	87.00	9.24	timeout 10s
cp-csh+gap	synthetic	1	1000000	0.01	0	9	3.5641	0:00:03	54.55	68.29	48.09	48.69	0.00	0.00	69.89	2.95	ok	1	1000000	1000008	0.00	GapSeed	9	0	1	0	Gap	111111	147889	147843	1004364	1023791	994459	0	7	102673	59024	1.02	153.43	3378.48	3319.59	9112	8837	110570
cp-csh	synthetic	1	1000000	0.01	0	9	10.0261	0:00:10	127.11	148.72	120.80	121.44	0.00	0.00	93.65	9.86	timeout 10s
cp-sh	synthetic	1	1000000	0.01	0	9	10.0510	0:00:10	377.47	548.10	371.23	371.84	0.00	0.00	88.83	9.42	timeout 10s
cp-csh+gap	synthetic	1	1000000	0.01	0	10	0.3392	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000008	0.00	GapSeed	10	0	1	0	Gap	100000	101153	101143	1004643	1024330	994554	0	16	91586	70193	1.02	107.54	207.88	158.86	9112	8808	99584
cp-csh	synthetic	1	1000000	0.01	0	10	10.0187	0:00:10	60.50	73.58	53.93	54.71	0.00	0.00	93.32	9.82	timeout 10s	1	1000000	999968	0.00	GapSeed	10	0	1	0	Gap	100000	187068	187068	1017727	1051199	998069	0	274	91596	39911	1.05	420.53	35361.76	35193.61	9088	8202	99302
cp-sh	synthetic	1	1000000	0.01	0	10	0.1956	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000008	0.00	Unordered	10	0	1	0	Zero	41458	38411	38411	1054373	1094005	1025498	0	183775	35312	0	1.09	105.68	69.81	0.00	9112	3047	38359
cp-csh+gap	synthetic	1	1000000	0.01	0	11	0.1919	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000008	0.00	GapSeed	11	0	1	0	Gap	90909	84747	84744	1004808	1024663	994609	0	11	82498	67153	1.02	90.31	79.36	31.81	9112	8762	90527
cp-csh	synthetic	1	1000000	0.01	0	11	0.9870	0:00:00	45.19	57.87	38.94	39.54	0.00	0.00	0.00	0.48	ok	1	1000000	1000008	0.00	GapSeed	11	0	1	0	Zero	90909	104471	104471	1018045	1051697	998247	0	78	82497	63939	1.05	115.43	845.51	774.38	9112	8218	90441
cp-sh	synthetic	1	1000000	0.01	0	11	0.2135	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000008	0.00	Unordered	11	0	1	0	Zero	73213	66832	66832	1021554	1056869	999943	0	92439	65075	0	1.06	113.56	75.36	0.00	9112	6381	71456
cp-csh+gap	synthetic	1	1000000	0.01	0	12	0.1800	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000008	0.00	GapSeed	12	0	1	0	Gap	83333	75634	75632	1004958	1024944	994667	0	11	74878	61013	1.02	83.01	68.67	23.88	9112	8762	82996
cp-csh	synthetic	1	1000000	0.01	0	12	0.2264	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000008	0.00	GapSeed	12	0	1	0	Zero	83333	80101	80101	1018126	1051862	998266	0	28	74877	69132	1.05	83.55	119.93	54.23	9112	8278	82965
cp-sh	synthetic	1	1000000	0.01	0	12	0.1821	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000008	0.00	Unordered	12	0	1	0	Zero	79029	71360	71360	1019808	1054602	998915	0	70756	70599	0	1.05	95.21	67.44	0.00	9112	7669	78268
cp-csh+gap	synthetic	1	1000000	0.01	0	13	0.1806	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000008	0.00	GapSeed	13	0	1	0	Gap	76923	68893	68893	1005285	1025450	994861	0	32	68529	55187	1.03	94.47	64.74	21.30	9112	8716	76624
cp-csh	synthetic	1	1000000	0.01	0	13	0.1834	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000008	0.00	GapSeed	13	0	1	0	Zero	76923	69949	69949	1018677	1052627	998577	0	18	68527	66176	1.05	74.49	87.20	23.27	9112	8233	76615
cp-sh	synthetic	1	1000000	0.01	0	13	0.1857	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000008	0.00	Unordered	13	0	1	0	Zero	75937	67964	67964	1019900	1054653	999054	0	68102	67544	0	1.05	97.18	68.21	0.00	9112	7973	75517
cp-csh+gap	synthetic	1	1000000	0.01	0	14	0.1584	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000008	0.00	GapSeed	14	0	1	0	Gap	71428	63357	63357	1005494	1025885	994919	0	34	63063	50002	1.03	72.51	64.56	20.05	9112	8676	71150
cp-csh	synthetic	1	1000000	0.01	0	14	0.1755	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000008	0.00	GapSeed	14	0	1	0	Zero	71428	63578	63578	1019071	1053277	998749	0	6	63063	61642	1.05	71.09	82.62	19.54	9112	8207	71149
cp-sh	synthetic	1	1000000	0.01	0	14	0.1827	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000008	0.00	Unordered	14	0	1	0	Zero	71217	63155	63155	1020191	1055187	999157	0	67156	62855	0	1.06	94.32	68.17	0.00	9112	8062	70917
cp-csh+gap	synthetic	1	1000000	0.01	0	15	0.1525	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000008	0.00	GapSeed	15	0	1	0	Gap	66666	58555	58555	1005592	1026067	994964	0	34	58319	45467	1.03	67.98	62.67	18.35	9112	8659	66436
cp-csh	synthetic	1	1000000	0.01	0	15	0.1845	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000008	0.00	GapSeed	15	0	1	0	Zero	66666	58609	58609	1019232	1053513	998765	0	9	58319	57175	1.05	64.31	96.22	17.76	9112	8242	66436
cp-sh	synthetic	1	1000000	0.01	0	15	0.1791	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000008	0.00	Unordered	15	0	1	0	Zero	66614	58505	58505	1020242	1055189	999142	0	67491	58268	0	1.06	91.72	67.75	0.00	9112	8109	66377
cp-csh+gap	synthetic	1	1000000	0.01	0	16	0.1563	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000008	0.00	GapSeed	16	0	1	0	Gap	62500	54351	54351	1006168	1026897	995318	0	40	54145	41609	1.03	74.36	60.95	17.73	9112	8623	62294
cp-csh	synthetic	1	1000000	0.01	0	16	0.1583	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000008	0.00	GapSeed	16	0	1	0	Zero	62500	54365	54365	1019740	1054182	999081	0	15	54145	53143	1.05	57.42	79.71	15.66	9112	8240	62294
cp-sh	synthetic	1	1000000	0.01	0	16	0.1812	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000008	0.00	Unordered	16	0	1	0	Zero	62490	54345	54345	1020823	1055946	999521	0	68261	54134	0	1.06	93.36	67.72	0.00	9112	8145	62279
cp-csh+gap	synthetic	1	1000000	0.01	0	17	0.1381	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000008	0.00	GapSeed	17	0	1	0	Gap	58823	50744	50744	1006390	1027297	995380	0	47	50528	38133	1.03	61.10	56.60	15.56	9112	8571	58608
cp-csh	synthetic	1	1000000	0.01	0	17	0.1544	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000008	0.00	GapSeed	17	0	1	0	Zero	58823	50747	50747	1020300	1054976	999321	0	16	50528	49569	1.05	53.94	79.15	14.31	9112	8161	58607
cp-sh	synthetic	1	1000000	0.01	0	17	0.1838	0:00:00	3.11	7.38	0.46	0.65	0.00	0.00	0.00	0.00	ok	1	1000000	1000008	0.00	Unordered	17	0	1	0	Zero	58820	50741	50741	1021376	1056668	999820	0	69857	50525	0	1.06	91.19	69.71	0.00	9112	8079	58604
cp-csh+gap	synthetic	1	1000000	0.01	0	31	0.1112	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000008	0.00	GapSeed	31	0	1	0	Gap	32258	24448	24448	1016535	1040692	1002407	0	472	24363	14580	1.04	44.60	47.15	7.15	9112	8151	32173
cp-csh	synthetic	1	1000000	0.01	0	31	0.1118	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000008	0.00	GapSeed	31	0	1	0	Zero	32258	24448	24448	1032537	1069721	1007961	0	34	24363	23916	1.07	37.34	54.43	7.13	9112	7844	32173
cp-sh	synthetic	1	1000000	0.01	0	31	0.1645	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000008	0.00	Unordered	31	0	1	0	Zero	32258	24448	24448	1034673	1072384	1009435	0	94815	24363	0	1.07	87.76	56.98	0.00	9112	7810	32173
cp-csh+gap	synthetic	1	1000000	0.05	0	7	10.0366	0:00:10	258.05	289.11	251.64	252.27	0.00	0.00	87.29	9.25	timeout 10s
cp-csh	synthetic	1	1000000	0.05	0	7	10.1672	0:00:10	1565.54	1818.68	1559.23	1559.82	0.00	0.00	87.35	9.35	timeout 10s
cp-sh	synthetic	1	1000000	0.05	0	7	10.0800	0:00:10	702.64	1049.76	696.05	696.65	0.00	0.00	87.00	9.22	timeout 10s
cp-csh+gap	synthetic	1	1000000	0.05	0	8	10.0500	0:00:10	98.87	117.93	92.73	93.45	0.00	0.00	86.54	9.18	timeout 10s	1	1000000	1000074	0.00	GapSeed	8	0	1	0	Gap	125000	315029	314831	1069433	1191375	992813	0	236623	88490	9151	1.19	897.77	61637.48	60893.36	44083	38493	123045
cp-csh	synthetic	1	1000000	0.05	0	8	10.0495	0:00:10	410.40	427.64	404.00	404.60	0.00	0.00	87.67	9.30	timeout 10s
cp-sh	synthetic	1	1000000	0.05	0	8	10.0243	0:00:10	885.67	1049.76	883.36	883.97	0.00	0.00	85.20	9.01	timeout 10s
cp-csh+gap	synthetic	1	1000000	0.05	0	9	1.1387	0:00:01	60.95	73.43	54.57	55.19	0.00	0.00	44.76	0.99	ok	1	1000000	1000249	0.00	GapSeed	9	0	1	0	Gap	111111	121375	121321	1090065	1219621	1003623	0	33259	74933	20396	1.22	145.72	963.63	822.92	44161	37976	109570
cp-csh	synthetic	1	1000000	0.05	0	9	10.0410	0:00:10	136.86	152.32	130.40	131.03	0.00	0.00	87.74	9.26	timeout 10s
cp-sh	synthetic	1	1000000	0.05	0	9	10.1052	0:00:10	366.93	378.36	360.52	361.13	0.00	0.00	84.29	9.01	timeout 10s
cp-csh+gap	synthetic	1	1000000	0.05	0	10	0.3341	0:00:00	0.01	1.34	0.03	0.03	0.00	0.00	0.00	0.00	ok	1	1000000	1000249	0.00	GapSeed	10	0	1	0	Gap	100000	75187	75171	1120397	1259389	1020555	0	28486	64553	23878	1.26	90.33	202.11	55.35	44161	37116	98671
cp-csh	synthetic	1	1000000	0.05	0	10	5.5224	0:00:05	74.14	89.68	67.73	68.34	0.00	0.00	83.66	5.09	ok	1	1000000	1000249	0.00	GapSeed	10	0	1	0	Zero	100000	161152	161152	1209739	1406809	1049844	0	256697	64528	20819	1.41	196.42	5290.34	4962.04	44161	34606	98515
cp-sh	synthetic	1	1000000	0.05	0	10	10.0560	0:00:10	374.29	390.95	367.91	368.51	0.00	0.00	87.60	9.31	timeout 10s
cp-csh+gap	synthetic	1	1000000	0.05	0	11	0.2646	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000249	0.00	GapSeed	11	0	1	0	Gap	90909	59014	59010	1162561	1312011	1045211	0	43789	55933	21228	1.31	77.31	164.99	26.00	44161	36463	89767
cp-csh	synthetic	1	1000000	0.05	0	11	0.5317	0:00:00	30.55	41.52	24.02	24.64	0.00	0.00	0.00	0.49	ok	1	1000000	1000249	0.00	GapSeed	11	0	1	0	Zero	90909	78988	78988	1247041	1451127	1071590	0	29457	55917	36384	1.45	91.43	402.47	226.42	44161	34216	89695
cp-sh	synthetic	1	1000000	0.05	0	11	0.7069	0:00:00	50.46	64.04	43.88	44.52	0.00	0.00	0.00	0.47	ok	1	1000000	1000249	0.00	Unordered	11	0	1	0	Zero	77913	51373	51373	1727259	1989570	1377931	0	2360598	44045	0	1.99	99.96	586.09	0.00	44161	26540	70585
cp-csh+gap	synthetic	1	1000000	0.05	0	12	0.2693	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000249	0.00	GapSeed	12	0	1	0	Gap	83333	50467	50466	1215099	1376430	1077064	0	75109	49047	17524	1.38	81.05	166.73	21.28	44161	35679	82317
cp-csh	synthetic	1	1000000	0.05	0	12	0.2989	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	1	1000000	1000249	0.00	GapSeed	12	0	1	0	Zero	83333	54961	54961	1294689	1507184	1100100	0	16777	49027	40838	1.51	66.95	209.10	32.29	44161	33595	82279
cp-sh	synthetic	1	1000000	0.05	0	12	0.5484	0:00:00	58.19	76.88	52.16	52.91	0.00	0.00	0.00	0.47	ok	1	1000000	1000249	0.00	Unordered	12	0	1	0	Zero	80412	49035	49035	1404612	1633895	1169672	0	1487258	46232	0	1.63	108.70	418.99	0.00	44161	31377	77609
